Segment Type,Sovrn Segment ID,Sovrn Parent Segment ID,Segment Name,Segment Description,Tier Number,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,Full Path,CPM,% Media Cost,Actively Generated,"7 Day Sovrn Cookie Scale, Global","7 Day Sovrn Cookie Scale, US","7 Day HEM Scale, US","1 Day Average IP Scale, Rolling 7 Days, Global"
Demographic,385,10515,30-34,Readers who are within the age range of 30-34.,3,Demographic,Age Range,30-34,,,,Demographic > Age Range > 30-34,0.65,0.1,Yes,"152,421","152,421",,
Demographic,386,10515,35-39,Readers who are within the age range of 35-39.,3,Demographic,Age Range,35-39,,,,Demographic > Age Range > 35-39,0.65,0.1,Yes,"348,759","348,759",,
Demographic,387,10515,40-44,Readers who are within the age range of 40-44.,3,Demographic,Age Range,40-44,,,,Demographic > Age Range > 40-44,0.65,0.1,Yes,"700,006","700,006",,
Demographic,388,10515,45-49,Readers who are within the age range of 45-49.,3,Demographic,Age Range,45-49,,,,Demographic > Age Range > 45-49,0.65,0.1,Yes,"1,029,389","1,029,389",,
Demographic,389,10515,50-54,Readers who are within the age range of 50-54.,3,Demographic,Age Range,50-54,,,,Demographic > Age Range > 50-54,0.65,0.1,Yes,"1,437,498","1,437,498",,
Demographic,390,10515,55-59,Readers who are within the age range of 55-59.,3,Demographic,Age Range,55-59,,,,Demographic > Age Range > 55-59,0.65,0.1,Yes,"1,810,399","1,810,399",,
Demographic,391,10515,60-64,Readers who are within the age range of 60-64.,3,Demographic,Age Range,60-64,,,,Demographic > Age Range > 60-64,0.65,0.1,Yes,"2,267,364","2,267,364",,
Demographic,392,10515,65-69,Readers who are within the age range of 65-69.,3,Demographic,Age Range,65-69,,,,Demographic > Age Range > 65-69,0.65,0.1,Yes,"7,503,721","7,503,721",,
Demographic,394,10635,$75000 - $99999,Readers whose estimated personal income falls within the $75000 - $99999 range.,4,Demographic,Personal Finance,Income (USD),$75000 - $99999,,,Demographic > Personal Finance > Income (USD) > $75000 - $99999,0.65,0.1,Yes,"6,837,314","6,837,314",,
Demographic,395,10635,$50000 - $74999,Readers whose estimated personal income falls within the $50000 - $74999 range.,4,Demographic,Personal Finance,Income (USD),$50000 - $74999,,,Demographic > Personal Finance > Income (USD) > $50000 - $74999,0.65,0.1,Yes,"2,279,916","2,279,916",,
Demographic,396,10635,$100000 - $149999,Readers whose estimated personal income falls within the $100000 - $149999 range.,4,Demographic,Personal Finance,Income (USD),$100000 - $149999,,,Demographic > Personal Finance > Income (USD) > $100000 - $149999,0.65,0.1,Yes,"2,552,460","2,552,460",,
Demographic,398,10557,"Household Income: $150,000 - $199,999","Readers whose estimated household income falls within the $150,000 - $199,999 range.",4,Demographic,Household Data,Household Income (USD),"$150,000 - $199,999",,,"Demographic > Household Data > Household Income (USD) > $150,000 - $199,999",0.65,0.1,Yes,"1,056,302","1,056,302",,
Demographic,399,10635,"$200,000-$249,999","Readers whose estimated personal income falls within the $200,000-$249,999 range.",4,Demographic,Personal Finance,Income (USD),"$200,000-$249,999",,,"Demographic > Personal Finance > Income (USD) > $200,000-$249,999",0.65,0.1,Yes,"1,110,003","1,110,003",,
Demographic,400,10635,"$250,000+","Readers whose estimated personal income falls within the $250,000+ range.",4,Demographic,Personal Finance,Income (USD),"$250,000+",,,"Demographic > Personal Finance > Income (USD) > $250,000+",0.65,0.1,Yes,"667,284","667,284",,
Demographic,401,11987,Dog Owner,Readers who own a dog.,4,Demographic,Household Data,Pet Owners,Dog Owner,,,Demographic > Household Data > Pet Owners > Dog Owner,0.65,0.1,Yes,"4,773,739","4,773,739",,
Demographic,402,11987,Cat Owner,Readers who own a cat.,4,Demographic,Household Data,Pet Owners,Cat Owner,,,Demographic > Household Data > Pet Owners > Cat Owner,0.65,0.1,Yes,"3,324,348","3,324,348",,
Demographic,403,11987,Horse Owner,Readers who own a horse.,4,Demographic,Household Data,Pet Owners,Horse Owner,,,Demographic > Household Data > Pet Owners > Horse Owner,0.65,0.1,Yes,"4,714,565","4,714,565",,
Demographic,594,11988,American Express - Regular,"Covers individuals using premium American Express credit cards, emphasizing travel rewards, perks, and spending patterns.",4,Demographic,Personal Finance,Credit Card,American Express - Regular,,,Demographic > Personal Finance > Credit Card > American Express - Regular,0.65,0.1,Yes,"643,983","643,983",,
Demographic,595,11988,American Express - Premium,"Highlights American Express regular cardholders, focusing on general credit usage and financial preferences.",4,Demographic,Personal Finance,Credit Card,American Express - Premium,,,Demographic > Personal Finance > Credit Card > American Express - Premium,0.65,0.1,Yes,"2,620,820","2,620,820",,
Demographic,596,11988,Discover - Premium,"Explores consumers using premier Discover credit cards, emphasizing cash-back rewards and financial habits.",4,Demographic,Personal Finance,Credit Card,Discover - Premium,,,Demographic > Personal Finance > Credit Card > Discover - Premium,0.65,0.1,Yes,"962,382","962,382",,
Demographic,597,11988,Discover - Regular,Readers who use regular Discover credit cards.,4,Demographic,Personal Finance,Credit Card,Discover - Regular,,,Demographic > Personal Finance > Credit Card > Discover - Regular,0.65,0.1,Yes,"2,231,441","2,231,441",,
Demographic,598,11988,Gasoline Benefits - Premium,"Covers individuals using premium gas credit cards, focusing on fuel rewards, travel perks, and spending patterns.",4,Demographic,Personal Finance,Credit Card,Gasoline Benefits - Premium,,,Demographic > Personal Finance > Credit Card > Gasoline Benefits - Premium,0.65,0.1,Yes,"1,462,908","1,462,908",,
Demographic,599,11988,Gasoline Benefits - Regular,"Highlights regular gas credit cardholders, emphasizing cash-back options and discounts on fuel purchases.",4,Demographic,Personal Finance,Credit Card,Gasoline Benefits - Regular,,,Demographic > Personal Finance > Credit Card > Gasoline Benefits - Regular,0.65,0.1,No,,,,
Demographic,600,11988,Mastercard - Premium,"Focuses on premium MasterCard holders, highlighting exclusive benefits such as higher rewards and travel perks.",4,Demographic,Personal Finance,Credit Card,Mastercard - Premium,,,Demographic > Personal Finance > Credit Card > Mastercard - Premium,0.65,0.1,Yes,"3,084,073","3,084,073",,
Demographic,601,11988,Mastercard - Regular,"Covers regular MasterCard users, emphasizing standard credit card features like cash-back and low fees.",4,Demographic,Personal Finance,Credit Card,Mastercard - Regular,,,Demographic > Personal Finance > Credit Card > Mastercard - Regular,0.65,0.1,Yes,"4,798,483","4,798,483",,
Demographic,602,11988,Visa - Premium,"Explores consumers using premium Visa cards, highlighting travel rewards, concierge services, and enhanced security.",4,Demographic,Personal Finance,Credit Card,Visa - Premium,,,Demographic > Personal Finance > Credit Card > Visa - Premium,0.65,0.1,Yes,"3,084,073","3,084,073",,
Demographic,603,11988,Visa - Regular,"Highlights regular Visa cardholders, focusing on everyday use, affordability, and ease of access.",4,Demographic,Personal Finance,Credit Card,Visa - Regular,,,Demographic > Personal Finance > Credit Card > Visa - Regular,0.65,0.1,Yes,"6,650,715","6,650,715",,
Demographic,604,11988,Bank Specific,"Covers credit cardholders who primarily use bank-issued cards, focusing on convenience and integration with banking services.",4,Demographic,Personal Finance,Credit Card,Bank Specific,,,Demographic > Personal Finance > Credit Card > Bank Specific,0.65,0.1,No,,,,
Demographic,605,11988,Gasoline Benefits,Highlights credit card users who primarily utilize gas cards for fuel-related purchases.,4,Demographic,Personal Finance,Credit Card,Gasoline Benefits,,,Demographic > Personal Finance > Credit Card > Gasoline Benefits,0.65,0.1,No,,,,
Demographic,607,11988,Unknown Credit Card,"Covers users with unspecified credit card types, emphasizing diverse usage patterns.",4,Demographic,Personal Finance,Credit Card,Unknown Credit Card,,,Demographic > Personal Finance > Credit Card > Unknown Credit Card,0.65,0.1,Yes,"13,612,590","13,612,590",,
Demographic,608,11988,Premium Credit Card,"Highlights individuals using premium credit cards across providers, focusing on exclusive perks and benefits.",4,Demographic,Personal Finance,Credit Card,Premium Credit Card,,,Demographic > Personal Finance > Credit Card > Premium Credit Card,0.65,0.1,No,,,,
Demographic,609,11988,Department Store Specific Credit Card,"Explores users holding department store credit cards, emphasizing retail rewards and store-exclusive benefits.",4,Demographic,Personal Finance,Credit Card,Department Store Specific Credit Card,,,Demographic > Personal Finance > Credit Card > Department Store Specific Credit Card,0.65,0.1,No,,,,
Demographic,610,11988,Credit Card User,"Covers general credit card users, focusing on diverse spending habits and usage purposes.",4,Demographic,Personal Finance,Credit Card,Credit Card User,,,Demographic > Personal Finance > Credit Card > Credit Card User,0.65,0.1,Yes,"14,303,611","14,303,611",,
Demographic,611,11988,Newly Issued Credit Card,"Highlights newly issued credit cards, emphasizing introductory offers, promotional rates, and first-time user benefits.",4,Demographic,Personal Finance,Credit Card,Newly Issued Credit Card,,,Demographic > Personal Finance > Credit Card > Newly Issued Credit Card,0.65,0.1,Yes,"1,106,645","1,106,645",,
Demographic,613,11989,Owns Invesment Accounts,"Covers investment-related accounting, focusing on tracking finances, tax planning, and portfolio management.",4,Demographic,Personal Finance,Investments,Owns Invesment Accounts,,,Demographic > Personal Finance > Investments > Owns Invesment Accounts,0.65,0.1,Yes,"1,222,262","1,222,262",,
Demographic,614,11989,Pension Investments,"Explores personal investment strategies, including saving for retirement, education, and general wealth-building.",4,Demographic,Personal Finance,Investments,Pension Investments,,,Demographic > Personal Finance > Investments > Pension Investments,0.65,0.1,Yes,"8,754,051","8,754,051",,
Demographic,615,11989,Real Estate Invesments,"Highlights investment in real estate, focusing on property buying, rental income, and market trends.",4,Demographic,Personal Finance,Investments,Real Estate Invesments,,,Demographic > Personal Finance > Investments > Real Estate Invesments,0.65,0.1,Yes,"1,372,039","1,372,039",,
Demographic,616,11989,Stock Investments,"Covers stock market investments, emphasizing trading strategies, portfolio diversification, and market analysis.",4,Demographic,Personal Finance,Investments,Stock Investments,,,Demographic > Personal Finance > Investments > Stock Investments,0.65,0.1,Yes,"2,804,876","2,804,876",,
Demographic,617,11989,Reads Financial News,"Focuses on individuals actively reading financial news, highlighting their interest in staying informed about markets and investment opportunities.",4,Demographic,Personal Finance,Investments,Reads Financial News,,,Demographic > Personal Finance > Investments > Reads Financial News,0.65,0.1,Yes,"1,385,820","1,385,820",,
Demographic,618,11989,Researching Investments,"Focuses on individuals actively seeking financial opportunities, including loans, funding, and income sources.",4,Demographic,Personal Finance,Investments,Researching Investments,,,Demographic > Personal Finance > Investments > Researching Investments,0.65,0.1,Yes,"2,266,571","2,266,571",,
Demographic,619,11989,International Group Investments,"Covers investment groups with an international focus, emphasizing global markets, partnerships, and cross-border opportunities.",4,Demographic,Personal Finance,Investments,International Group Investments,,,Demographic > Personal Finance > Investments > International Group Investments,0.65,0.1,Yes,"9,987,114","9,987,114",,
Demographic,620,11989,Foreign Investments,"Highlights investments made in foreign markets, including international stocks, real estate, and currencies.",4,Demographic,Personal Finance,Investments,Foreign Investments,,,Demographic > Personal Finance > Investments > Foreign Investments,0.65,0.1,Yes,"559,374","559,374",,
Demographic,621,11989,Estate and Property Ownership Investments,"Focuses on individuals owning established properties, emphasizing real estate management and investment opportunities.",4,Demographic,Personal Finance,Investments,Estate and Property Ownership Investments,,,Demographic > Personal Finance > Investments > Estate and Property Ownership Investments,0.65,0.1,Yes,"705,974","705,974",,
Demographic,657,10515,Age 21,Readers who are within the age range of Age 21.,3,Demographic,Age Range,Age 21,,,,Demographic > Age Range > Age 21,0.65,0.1,Yes,"15,253,913","15,253,913",,
Demographic,719,11990,International Group Donor,"Highlights individuals donating to international causes, including global relief, development, and education initiatives.",4,Demographic,Personal Finance,Philanthropy,International Group Donor,,,Demographic > Personal Finance > Philanthropy > International Group Donor,0.65,0.1,Yes,"77,301","77,301",,
Demographic,720,11990,Mail Order Donor,"Covers donors who prefer contributing through mail-order systems, emphasizing convenience and direct engagement with charitable organizations.",4,Demographic,Personal Finance,Philanthropy,Mail Order Donor,,,Demographic > Personal Finance > Philanthropy > Mail Order Donor,0.65,0.1,Yes,"391,143","391,143",,
Demographic,721,11990,Charitable Donor,Focuses on individuals who regularly contribute to charitable organizations across various causes.,4,Demographic,Personal Finance,Philanthropy,Charitable Donor,,,Demographic > Personal Finance > Philanthropy > Charitable Donor,0.65,0.1,Yes,"9,954,416","9,954,416",,
Demographic,722,11990,Animal Causes Donor,"Highlights individuals who donate to animal-related causes, including shelters, wildlife protection, and conservation.",4,Demographic,Personal Finance,Philanthropy,Animal Causes Donor,,,Demographic > Personal Finance > Philanthropy > Animal Causes Donor,0.65,0.1,Yes,"1,845,890","1,845,890",,
Demographic,723,11990,Arts Donor,"Covers donors supporting artistic endeavors, including museums, theater, music, and cultural preservation.",4,Demographic,Personal Finance,Philanthropy,Arts Donor,,,Demographic > Personal Finance > Philanthropy > Arts Donor,0.65,0.1,Yes,"180,903","180,903",,
Demographic,724,11990,Kids Causes Donor,"Focuses on donors contributing to children’s causes, including education, healthcare, and youth programs.",4,Demographic,Personal Finance,Philanthropy,Kids Causes Donor,,,Demographic > Personal Finance > Philanthropy > Kids Causes Donor,0.65,0.1,Yes,"2,313,599","2,313,599",,
Demographic,725,11990,Wildlife Causes Donor,"Highlights individuals supporting wildlife conservation efforts, including habitat preservation and species protection.",4,Demographic,Personal Finance,Philanthropy,Wildlife Causes Donor,,,Demographic > Personal Finance > Philanthropy > Wildlife Causes Donor,0.65,0.1,No,,,,
Demographic,726,11990,Environmental Causes Donor,"Covers donors contributing to environmental causes, such as climate change initiatives, renewable energy, and sustainability programs.",4,Demographic,Personal Finance,Philanthropy,Environmental Causes Donor,,,Demographic > Personal Finance > Philanthropy > Environmental Causes Donor,0.65,0.1,Yes,"7,659","7,659",,
Demographic,727,11990,Health Causes Donor,"Focuses on individuals donating to healthcare-related causes, including disease research, hospitals, and wellness initiatives.",4,Demographic,Personal Finance,Philanthropy,Health Causes Donor,,,Demographic > Personal Finance > Philanthropy > Health Causes Donor,0.65,0.1,Yes,"3,878,687","3,878,687",,
Demographic,728,11990,International Aid Donor,"Highlights donors supporting international aid efforts, including disaster relief, poverty alleviation, and global education.",4,Demographic,Personal Finance,Philanthropy,International Aid Donor,,,Demographic > Personal Finance > Philanthropy > International Aid Donor,0.65,0.1,Yes,"77,301","77,301",,
Demographic,729,11990,Political Donor,"Covers individuals donating to political causes, including campaigns, advocacy groups, and policy initiatives.",4,Demographic,Personal Finance,Philanthropy,Political Donor,,,Demographic > Personal Finance > Philanthropy > Political Donor,0.65,0.1,No,"7,750,710","7,750,710",,
